305nm,,280nm_bp,,280nm,,
480.9626465,86.69231415,480.9626465,-0.005535872187,480.9626465,86.43037415,
480.0483704,86.8110733,480.0483704,0,480.0483704,86.45350647,
478.9815063,86.76773071,478.9815063,-0.003668916877,478.9815063,86.4932251,
478.0668945,86.89186859,478.0668945,0.003531946335,478.0668945,86.45133972,
476.9996033,86.84002686,476.9996033,0.03108700924,476.9996033,86.48236084,
475.9321289,86.7922287,475.9321289,-0.0273426827,475.9321289,86.38973236,
475.0169373,86.69208527,475.0169373,0,475.0169373,86.45352936,
473.9490356,86.68425751,473.9490356,0.01294721849,473.9490356,86.37275696,
473.0334778,86.60314941,473.0334778,0.01153402589,473.0334778,86.30943298,
471.9651489,86.44876099,471.9651489,0.007244539447,471.9651489,86.17467499,
471.0492859,86.45001984,471.0492859,0.04224757105,471.0492859,86.04711914,
469.9805298,86.31494141,469.9805298,-0.0136898784,469.9805298,85.89647675,
469.0643005,86.15505981,469.0643005,0,469.0643005,85.86306,
467.9951477,85.92064667,467.9951477,0.006866481155,467.9951477,85.57336426,
466.9257507,85.70754242,466.9257507,-0.003850152018,466.9257507,85.50196075,
466.0089722,85.55154419,466.0089722,-0.02176041715,466.0089722,85.22938538,
464.9391785,85.49996948,464.9391785,-0.003286338644,464.9391785,85.09029388,
464.0220642,85.20061493,464.0220642,-0.03337226808,464.0220642,85.00536346,
462.9518738,85.2072525,462.9518738,-0.0160012804,462.9518738,84.75141907,
462.0343933,85.0121994,462.0343933,0.005855486728,462.0343933,84.69727325,
460.9637756,84.9382782,460.9637756,0.02630263939,460.9637756,84.56702423,
460.0459595,84.81697845,460.0459595,-0.01494411007,460.0459595,84.41175842,
458.9749451,84.42823792,458.9749451,0.01564700343,458.9749451,84.19775391,
458.0567932,84.52487183,458.0567932,0.02307869866,458.0567932,84.13796997,
456.9853821,84.35556793,456.9853821,-0.003179650288,456.9853821,83.96160889,
456.066864,84.38924408,456.066864,0.008428860456,456.066864,83.92218781,
454.9950562,84.1607132,454.9950562,-0.004520591348,454.9950562,83.82776642,
454.0762024,84.20759583,454.0762024,0,454.0762024,83.68218231,
453.0039978,84.01631165,453.0039978,0.002836235799,453.0039978,83.60961914,
451.9315796,83.8973999,451.9315796,0.01296092197,451.9315796,83.57207489,
451.012207,83.90270233,451.012207,0.008504124358,451.012207,83.45096588,
449.9393921,83.80447388,449.9393921,0.005386770237,449.9393921,83.39292908,
449.0196838,83.77293396,449.0196838,-0.00814022962,449.0196838,83.36993408,
447.9464722,83.72893524,447.9464722,-0.007336936891,447.9464722,83.34979248,
447.0263977,83.64422607,447.0263977,0.002275675302,447.0263977,83.31739807,
445.9528198,83.65714264,445.9528198,0.01691761054,445.9528198,83.31793976,
445.0324097,83.63857269,445.0324097,-0.02827894315,445.0324097,83.25087738,
443.9584351,83.61684418,443.9584351,0,443.9584351,83.15363312,
443.0377197,83.57519531,443.0377197,0.007765180431,443.0377197,83.24517822,
441.9633179,83.54584503,441.9633179,0.01596615091,441.9633179,83.11322784,
441.0422668,83.62449646,441.0422668,-0.01193687785,441.0422668,83.10153961,
439.9674988,83.68275452,439.9674988,-0.01391836815,439.9674988,83.03948975,
439.0461121,83.6002655,439.0461121,0.00547630107,439.0461121,83.0524826,
437.9709778,83.58387756,437.9709778,0.0174216032,437.9709778,83.13856506,
437.0492554,83.66351318,437.0492554,0,437.0492554,83.08274078,
435.9737244,83.65274048,435.9737244,0.02020376921,435.9737244,83.13825989,
435.0516663,83.64972687,435.0516663,0,435.0516663,83.23246002,
433.975769,83.73683167,433.975769,0.002811753191,433.975769,83.26048279,
433.0533752,83.71173859,433.0533752,-0.002867877018,433.0533752,83.24874878,
431.9770813,83.7674942,431.9770813,0.00319284806,431.9770813,83.28166199,
431.0543823,83.86589813,431.0543823,-0.0114965653,431.0543823,83.15480042,
429.9777222,83.76974487,429.9777222,-0.00275436556,429.9777222,83.27906799,
429.0546875,83.80795288,429.0546875,0.02291125804,429.0546875,83.19579315,
427.9776611,83.86313629,427.9776611,0.01194065437,427.9776611,83.34255981,
427.0543213,83.89997864,427.0543213,0.02115109004,427.0543213,83.20796204,
425.9768982,83.82621765,425.9768982,0.03467165679,425.9768982,83.2358017,
425.0532227,83.95592499,425.0532227,-0.008718775585,425.0532227,83.21768951,
423.9754333,84.079422,423.9754333,0.004160599317,423.9754333,83.23170471,
423.0514526,83.89924622,423.0514526,0,423.0514526,83.21790314,
421.9732666,83.88221741,421.9732666,0.004421844147,421.9732666,83.2098465,
421.0489807,83.96994781,421.0489807,0.002016047714,421.0489807,83.38466644,
419.9704285,84.11210632,419.9704285,0.01491074823,419.9704285,83.19044495,
419.0458069,84.11407471,419.0458069,0.009719117545,419.0458069,83.34532166,
417.9669189,84.02243805,417.9669189,-0.007754342165,417.9669189,83.31226349,
417.0419922,84.02746582,417.0419922,-0.005715428852,417.0419922,83.40097809,
415.9627075,84.14239502,415.9627075,0.004272773862,415.9627075,83.35217285,
415.0374756,84.14900208,415.0374756,-0.006532532163,415.0374756,83.34677887,
413.9578247,84.23970032,413.9578247,-0.01040961873,413.9578247,83.39498138,
413.0322876,84.16134644,413.0322876,-0.01331646647,413.0322876,83.4052887,
411.952301,84.27002716,411.952301,0.01680954732,411.952301,83.42157745,
411.0264282,84.30593872,411.0264282,0.01451536827,411.0264282,83.49575043,
409.9460754,84.2717514,409.9460754,0.006162188947,409.9460754,83.42816925,
409.0198975,84.3465271,409.0198975,0,409.0198975,83.47979736,
407.9391785,84.41202545,407.9391785,0.03973685205,407.9391785,83.55747223,
407.0126953,84.47009277,407.0126953,-0.03291747719,407.0126953,83.48248291,
405.9316406,84.57820129,405.9316406,0.004474873655,405.9316406,83.58570099,
405.0048523,84.61623383,405.0048523,-0.01804131456,405.0048523,83.61515808,
403.9234009,84.66531372,403.9234009,-0.003429590724,403.9234009,83.66976929,
402.9963379,84.71860504,402.9963379,0.008477090858,402.9963379,83.63961029,
402.0690918,84.89383698,402.0690918,-0.02040330507,402.0690918,83.66405487,
400.9871521,84.9125824,400.9871521,0.01770694926,400.9871521,83.75164795,
400.0596313,84.96734619,400.0596313,0.01427806541,400.0596313,83.79293823,
398.9773254,85.01744843,398.9773254,-0.01412895042,398.9773254,83.83985138,
398.0494995,84.97455597,398.0494995,0.003430767218,398.0494995,83.78657532,
396.9668579,85.11507416,396.9668579,0.01060033217,396.9668579,83.84140778,
396.0387268,85.03471375,396.0387268,-0.006506604608,396.0387268,83.79701233,
394.955719,85.04292297,394.955719,0.01966734044,394.955719,83.81459808,
394.0273132,85.03977203,394.0273132,0.0186985787,394.0273132,83.7315979,
392.9439697,85.1252594,392.9439697,0.01761545427,392.9439697,83.75188446,
392.0152283,85.14234161,392.0152283,0.007162041031,392.0152283,83.75628662,
390.9315491,85.15973663,390.9315491,0.02760034613,390.9315491,83.64422607,
390.002533,85.10401154,390.002533,0.02407815121,390.002533,83.57400513,
389.0733948,85.21478271,389.0733948,0.02997088619,389.0733948,83.5759964,
387.9892273,85.02832794,387.9892273,0.02360253222,387.9892273,83.52297211,
387.0597839,85.08329773,387.0597839,0.04124901816,387.0597839,83.41763306,
385.9752502,84.9230957,385.9752502,0.01025605947,385.9752502,83.34218597,
385.0455017,84.85231781,385.0455017,0.02455192804,385.0455017,83.23519135,
383.9606628,84.80815887,383.9606628,0.04321707785,383.9606628,83.15939331,
383.0306396,84.85011292,383.0306396,0.01948178373,383.0306396,83.10246277,
381.9454346,84.76950073,381.9454346,0.02240770869,381.9454346,83.0317688,
381.0151367,84.515625,381.0151367,0.03248203546,381.0151367,82.80586243,
379.9295959,84.46082306,379.9295959,0.04421355203,379.9295959,82.61370087,
378.9990234,84.45645905,378.9990234,0.06798353046,378.9990234,82.57728577,
378.0682678,84.40053558,378.0682678,0.06514456123,378.0682678,82.40597534,
376.9822693,84.24716949,376.9822693,0.08689984679,376.9822693,82.14012146,
376.0512695,83.96392822,376.0512695,0.08944223821,376.0512695,81.95754242,
374.9649048,83.99378204,374.9649048,0.08673384786,374.9649048,81.86840057,
374.0336304,83.80914307,374.0336304,0.06502152234,374.0336304,81.73416901,
372.9469604,83.65598297,372.9469604,0.1193177849,372.9469604,81.35641479,
372.0153809,83.54924011,372.0153809,0.1386825144,372.0153809,81.32955933,
370.9283752,83.26623535,370.9283752,-0.002377782017,370.9283752,81.0413208,
369.996521,83.14344025,369.996521,0.0618252717,369.996521,80.86994171,
369.0645447,83.10127258,369.0645447,0.05326360837,369.0645447,80.57130432,
367.9770813,83.00011444,367.9770813,0.08684743941,367.9770813,80.44582367,
367.0448303,82.69358063,367.0448303,0.02843938954,367.0448303,80.21786499,
365.9570313,82.60416412,365.9570313,0.02519072965,365.9570313,80.02726746,
365.0245056,82.43697357,365.0245056,0.06355258822,365.0245056,79.74789429,
363.9363708,82.31615448,363.9363708,0.01919017546,363.9363708,79.50822449,
363.0035706,82.24225616,363.0035706,0.03618163243,363.0035706,79.42381287,
362.0706482,82.24225616,362.0706482,0.0345576629,362.0706482,79.23813629,
360.9820557,81.91049194,360.9820557,0.01756183244,360.9820557,78.98492432,
360.0488586,81.76177979,360.0488586,0.06639616191,360.0488586,78.76558685,
358.9599609,81.71539307,358.9599609,0,358.9599609,78.5925827,
358.0264893,81.63504791,358.0264893,0.03306422755,358.0264893,78.53003693,
356.9372864,81.5199585,356.9372864,0.01486288942,356.9372864,78.25086212,
356.00354,81.48138428,356.00354,0.02920948528,356.00354,78.01340485,
355.0696716,81.37155914,355.0696716,0.003723285394,355.0696716,77.92170715,
353.980011,81.14396667,353.980011,-0.0191909112,353.980011,77.69997406,
353.0458679,81.141922,353.0458679,0.04160798714,353.0458679,77.55944824,
351.9559021,81.08107758,351.9559021,0.02871191315,351.9559021,77.4021225,
351.0215149,80.96761322,351.0215149,0.01799208485,351.0215149,77.23234558,
349.9312134,80.77185059,349.9312134,0,349.9312134,76.96583557,
348.9965515,80.63666534,348.9965515,0.01127522811,348.9965515,76.72101593,
348.0617676,80.61945343,348.0617676,0.02636551484,348.0617676,76.68139648,
346.9710388,80.57138824,346.9710388,-0.0202326756,346.9710388,76.52132416,
346.0360107,80.37154388,346.0360107,0.02792082913,346.0360107,76.2931366,
344.9449768,80.15161133,344.9449768,-0.01265448984,344.9449768,76.03787231,
344.0096741,80.00605011,344.0096741,0.01716974005,344.0096741,75.875,
343.0742493,79.80615997,343.0742493,-0.01674480923,343.0742493,75.78993225,
341.9827881,79.80192566,341.9827881,0.01709635556,341.9827881,75.57566833,
341.0470886,79.60073853,341.0470886,0.008921402507,341.0470886,75.43144226,
339.9553223,79.28495789,339.9553223,0.004562876187,339.9553223,75.21963501,
339.0194092,79.14666748,339.0194092,0.0318319276,339.0194092,75.00676727,
337.9273376,78.83789825,337.9273376,0.02282435074,337.9273376,74.73593903,
336.9911499,78.7259903,336.9911499,0.04316355661,336.9911499,74.69347382,
336.0548401,78.45153809,336.0548401,-0.003889385611,336.0548401,74.51917267,
334.9623413,78.13172913,334.9623413,0.003105879296,334.9623413,74.29332733,
334.0257874,77.71401215,334.0257874,0.04358089715,334.0257874,73.96045685,
332.9329834,77.3793335,332.9329834,-0.008318545297,332.9329834,73.90763855,
331.9961853,76.98430634,331.9961853,0.02057794668,331.9961853,73.76580811,
331.0592651,76.67014313,331.0592651,0.01882412098,331.0592651,73.4948349,
329.9660339,76.0647583,329.9660339,-0.04141050577,329.9660339,73.25427246,
329.0288696,75.4658432,329.0288696,0.05026611686,329.0288696,73.04850006,
327.9353638,74.9540863,327.9353638,0.02883755602,327.9353638,72.78961182,
326.9979248,74.38990784,326.9979248,0.01301236171,326.9979248,72.63463593,
326.0603943,73.73797607,326.0603943,0.04071661085,326.0603943,72.27304077,
324.9664917,72.69042969,324.9664917,0.0538841486,324.9664917,71.93333435,
324.028717,71.74545288,324.028717,0.01384351309,324.028717,71.69939423,
322.9344788,70.92904663,322.9344788,0.03469812497,322.9344788,71.31658173,
321.99646,70.16149139,321.99646,0.04657495022,321.99646,70.99001312,
321.0583496,68.93807983,321.0583496,0.04150853679,321.0583496,70.48596191,
319.9637146,67.24515533,319.9637146,0.04768597335,319.9637146,70.06452179,
319.0253601,65.73846436,319.0253601,0.07333602756,319.0253601,69.50496674,
317.9304504,64.30117798,317.9304504,0.06217358634,317.9304504,69.05753326,
316.9918518,63.09692383,316.9918518,0.05785658211,316.9918518,68.63757324,
316.0531311,61.12462997,316.0531311,0.08319929242,316.0531311,68.0582428,
314.9577942,59.15363312,314.9577942,0.05422405526,314.9577942,67.41429901,
314.0188599,56.98600388,314.0188599,0.09800812602,314.0188599,66.84284973,
312.9232788,54.78343964,312.9232788,0.1108823121,312.9232788,66.07414246,
311.9840698,53.37573242,311.9840698,0.09686168283,311.9840698,65.63317108,
311.0447693,50.62737274,311.0447693,0.1303008795,311.0447693,64.8816452,
309.9487915,47.98696518,309.9487915,0.1296574324,309.9487915,63.94539642,
309.0092468,45.34378052,309.0092468,0.171813935,309.0092468,63.12440491,
308.0696106,43.28042984,308.0696106,0.1737367958,308.0696106,62.49037552,
306.9732361,40.66073227,306.9732361,0.1949247271,306.9732361,61.59916687,
306.0333557,37.46209717,306.0333557,0.2198468596,306.0333557,60.6343689,
304.9367065,34.32416153,304.9367065,0.2704791129,304.9367065,59.52975082,
303.9966125,30.71500015,303.9966125,0.3060263693,303.9966125,58.31784439,
303.056427,28.3218708,303.056427,0.3518589139,303.056427,57.35741806,
301.9593811,25.36439514,301.9593811,0.4052631557,301.9593811,56.41439056,
301.0189514,22.13027573,301.0189514,0.4770292044,301.0189514,55.09616852,
299.9216309,19.06455612,299.9216309,0.5856983066,299.9216309,53.66901779,
298.9809875,16.31545258,298.9809875,0.7005577087,298.9809875,52.13283157,
298.0402222,14.29216671,298.0402222,0.7968127728,298.0402222,51.01554489,
296.9425354,12.42661476,296.9425354,0.9143461585,296.9425354,49.82415009,
296.0015564,10.0146637,296.0015564,1.088909864,296.0015564,47.90478516,
295.0604553,7.977890968,295.0604553,1.342483878,295.0604553,46.3526535,
293.9624023,5.964256763,293.9624023,1.640161872,293.9624023,44.32307816,
293.0210876,4.796001911,293.0210876,1.814109325,293.0210876,42.90607071,
291.92276,3.747759104,291.92276,2.137825012,291.92276,41.37792969,
290.9812317,2.648563862,290.9812317,2.519586325,290.9812317,39.44393539,
290.0396118,1.925640345,290.0396118,2.878401279,290.0396118,37.47276688,
288.940918,1.230585098,288.940918,3.37260747,288.940918,35.24890518,
287.999054,0.8668981791,287.999054,3.750347614,287.999054,33.66044998,
287.0571289,0.6120450497,287.0571289,4.092843056,287.0571289,32.05179596,
285.9580688,0.3690705299,285.9580688,4.669812679,285.9580688,29.78371048,
285.0158997,0.1987386793,285.0158997,5.117519379,285.0158997,27.63442993,
284.0736389,0.1381811947,284.0736389,5.499818802,284.0736389,25.93828773,
282.9742126,0.08420573175,282.9742126,5.946573734,282.9742126,23.82564163,
282.0317383,0.04446232319,282.0317383,6.196431637,282.0317383,22.14859009,
280.9320679,0.006476264447,280.9320679,6.364283085,280.9320679,19.83529472,
279.9893799,0.03545518965,279.9893799,6.248414516,279.9893799,18.09584045,
279.0466003,0.03276137635,279.0466003,5.938751221,279.0466003,16.25774002,
277.9465637,0.01435956359,277.9465637,5.386547565,277.9465637,14.45898151,
277.0035706,0.01025378052,277.0035706,4.846311569,277.0035706,13.07740688,
276.0604858,0.0225784611,276.0604858,4.070530415,276.0604858,11.44482231,
274.960083,0.008411607705,274.960083,3.23130703,274.960083,9.912011147,
274.0168152,0.01928852871,274.0168152,2.605602741,274.0168152,8.594227791,
273.0734253,0.01960207708,273.0734253,2.138827562,273.0734253,7.39169693,
271.9726868,0.007799906656,271.9726868,1.607952833,271.9726868,6.154819012,
271.0290833,-0.003159857122,271.0290833,1.284648776,271.0290833,5.361332417,
269.9281006,0.01667277887,269.9281006,0.9232072234,269.9281006,4.21537447,
268.984314,0.01122460421,268.984314,0.7262501121,268.984314,3.471832037,
268.0404053,0.01365747023,268.0404053,0.5780666471,268.0404053,2.898183346,
266.9390869,0.007687281352,266.9390869,0.4362801611,266.9390869,2.223949671,
265.9949951,0.02689859271,265.9949951,0.3191363513,265.9949951,1.748603225,
265.0508118,0.01597826928,265.0508118,0.2645243406,265.0508118,1.200643659,
263.9491577,0.01251982339,263.9491577,0.1825720966,263.9491577,0.9276847243,
263.0047913,0.01191220712,263.0047913,0.1583833992,263.0047913,0.7528812289,
262.0603027,0.02608752437,262.0603027,0.1484924853,262.0603027,0.5463111401,
260.958313,0.0161441341,260.958313,0.1036376804,260.958313,0.3599280119,
260.0136414,0.006248242222,260.0136414,0.08156131953,260.0136414,0.2281244844,
259.0688782,0.006312068552,259.0688782,0.07652831078,259.0688782,0.190106377,
257.9665527,0.01261034049,257.9665527,0.05854353681,257.9665527,0.1308179647,
257.0216064,0.03243593872,257.0216064,0.04909038544,257.0216064,0.09241859615,
256.0765686,-0.003272572532,256.0765686,0.05485248566,256.0765686,0.0487709716,
254.9738922,0.004259487614,254.9738922,0.03420089558,254.9738922,0.04873294383,
254.028656,0.01570253074,254.028656,0.03150598332,254.028656,0.05279070884,
252.9257813,0.007267265581,252.9257813,0.01320899278,252.9257813,0.03293412924,
251.9803619,0.0188372694,251.9803619,0.02449070476,251.9803619,0.01315356791,
251.0348358,-0.01563477144,251.0348358,0.0327546671,251.0348358,0.01772483997,
249.9320374,0.01045751665,249.9320374,0.02026342414,249.9320374,0.0119474316,
248.9919891,0.00659978902,248.9919891,0.02455623448,248.9919891,0.02240344137,
248.0518341,0.002453205176,248.0518341,0.01490868442,248.0518341,0.01573415473,
246.954895,-0.004596433137,246.954895,0.0217817463,246.954895,0.01581127755,
246.0145721,-0.004933480173,246.0145721,0.02225414291,246.0145721,0.007104627788,
245.0741577,0.02868970111,245.0741577,0.0163572412,245.0741577,0.01396550518,
243.9768982,0.007607165724,243.9768982,0.02241649851,243.9768982,0.02525635064,
243.0363007,0.01411791332,243.0363007,0.01400874183,243.0363007,0.01936033554,
241.9388275,0.03120319545,241.9388275,0.02276126668,241.9388275,0.03339901567,
240.9980621,0.02920363843,240.9980621,0.01087340619,240.9980621,0.040880505,
240.0571899,0.04638987407,240.0571899,0.02380790375,240.0571899,0.06087750569,
238.9594269,0.0343432799,238.9594269,0.01932964846,238.9594269,0.0506282486,
238.0183868,0.08055284619,238.0183868,0.02902652137,238.0183868,0.03429019451,
237.0772552,0.07569613308,237.0772552,0.02472493425,237.0772552,0.0764343366,
235.979187,0.0581606701,235.979187,0.03455083817,235.979187,0.0270958636,
235.0378876,0.03696310893,235.0378876,0,235.0378876,0.04631058872,
233.9396057,0.02672862262,233.9396057,0.0255819913,233.9396057,0.01645232923,
232.9981384,0.02157549001,232.9981384,-0.00353319454,232.9981384,0.006617257837,
232.0565796,0.03177024052,232.0565796,0.06973905861,232.0565796,0.03175794706,
230.9579926,-0.02059520222,230.9579926,0.05500550196,230.9579926,0.05020710453,
230.0162811,0.0126305148,230.0162811,0.05053312704,230.0162811,-0.002729481086,
229.0744629,0.007466865703,229.0744629,0.045045048,229.0744629,0.007625438739,
227.9756012,0.004473272245,227.9756012,0.03398903832,227.9756012,0.0146853663,
227.0336304,0.003182078479,227.0336304,0.03050175495,227.0336304,0.0259706527,
225.9345551,0.03124023788,225.9345551,0.01074691024,225.9345551,0.01761571318,
224.9924164,0.0356455408,224.9924164,0.01113610528,224.9924164,0.02653399669,
224.0501862,0.02628120966,224.0501862,0.008665010333,224.0501862,0.03504591063,
222.9508362,0.01585037261,222.9508362,0.01162745617,222.9508362,0.03062435426,
222.0084534,0.007896087132,222.0084534,-0.002788389102,222.0084534,0.0238891542,
221.065979,0.01874824241,221.065979,0.01331026293,221.065979,0.01436368935,
219.9663391,0.02580561861,219.9663391,0.0137924701,219.9663391,0.04766216874,
219.0237122,0.03613276407,219.0237122,0.01508864481,219.0237122,0.01842163503,
217.9238892,0.03382949904,217.9238892,-0.003768323688,217.9238892,0.01959017478,
216.9810944,0.01610435545,216.9810944,0.006578946952,216.9810944,0.01935983449,
216.0382233,0.03028467484,216.0382233,-0.02499375306,216.0382233,0.01445817947,
214.9381256,0.02479646355,214.9381256,0.01322576404,214.9381256,0.02703798749,
213.9951019,0.02621707693,213.9951019,0.02336926386,213.9951019,0.01683218218,
213.052002,0.02254893258,213.052002,0,213.052002,0.04128061607,
211.9516296,0.02359762788,211.9516296,0.009643899277,211.9516296,0.02238187939,
211.0083618,0.01244183537,211.0083618,-0.004250977654,211.0083618,0.02430455759,
210.065033,0.0132007394,210.065033,-0.01684474014,210.065033,0.04513702169,
208.964386,0.03448424488,208.964386,-0.01119068917,208.964386,0.03944384307,
208.0209045,0.02762557939,208.0209045,0.02306698635,208.0209045,0.03269194812,
207.0773468,0.04421424866,207.0773468,0.01831837371,207.0773468,0.03801076859,
205.9764252,0.0312231686,205.9764252,-0.01409178507,205.9764252,0.04083299264,
205.0327148,0.0123931095,205.0327148,0.002185362391,205.0327148,0.03564600274,
203.9316254,0.02531068772,203.9316254,0.0115869483,203.9316254,0.02879291214,
202.9877625,0.01851166226,202.9877625,0.002499750117,202.9877625,0.02552583255,
202.0438385,0.0151832616,202.0438385,-0.01081110351,202.0438385,0.03156814724,
200.9424896,0.01076889969,200.9424896,0.01005935017,200.9424896,0.05986369401,
199.9983826,0.03696686774,199.9983826,-0.009219989181,199.9983826,0.05092167854,

305nm,
305nm
Collection Time: 11/10/2021 9:43:41 AM
Operator Name  :
Scan Software Version: 3.00(339)
Parameter List :
Instrument                        Cary 50
Instrument Version                3.00
Start (nm)                        800.0
Stop (nm)                         200.0
X Mode                            Nanometers
Y Mode                            %T
UV-Vis Scan Rate (nm/min)         4800.00
UV-Vis Data Interval (nm)         1.00
UV-Vis Ave. Time (sec)            0.0125
Beam Mode                         Dual Beam
Baseline Correction               Off
Cycle Mode                        Off
Comments
Method Log     :
Method Name    :
Date/Time stamp: 11/10/2021 9:38:33 AM
Method Modifications:
Y mode Changed: 11/10/2021 9:43:04 AM, Old:Abs, New:%T
Common Interval nm Changed: 11/10/2021 9:43:04 AM, Old:     5.00, New:     1.00
End Method Modifications
<Current Wavelength> , 203.0

280nm_bp,
280nm_bp
Collection Time: 11/10/2021 9:45:22 AM
Operator Name  :
Scan Software Version: 3.00(339)
Parameter List :
Instrument                        Cary 50
Instrument Version                3.00
Start (nm)                        800.0
Stop (nm)                         200.0
X Mode                            Nanometers
Y Mode                            %T
UV-Vis Scan Rate (nm/min)         4800.00
UV-Vis Data Interval (nm)         1.00
UV-Vis Ave. Time (sec)            0.0125
Beam Mode                         Dual Beam
Baseline Correction               Off
Cycle Mode                        Off
Comments
Method Log     :
Method Name    :
Date/Time stamp: 11/10/2021 9:38:33 AM
Method Modifications:
Y mode Changed: 11/10/2021 9:43:04 AM, Old:Abs, New:%T
Common Interval nm Changed: 11/10/2021 9:43:04 AM, Old:     5.00, New:     1.00
End Method Modifications
<Current Wavelength> , 203.0

280nm,
280nm
Collection Time: 11/10/2021 9:44:25 AM
Operator Name  :
Scan Software Version: 3.00(339)
Parameter List :
Instrument                        Cary 50
Instrument Version                3.00
Start (nm)                        800.0
Stop (nm)                         200.0
X Mode                            Nanometers
Y Mode                            %T
UV-Vis Scan Rate (nm/min)         4800.00
UV-Vis Data Interval (nm)         1.00
UV-Vis Ave. Time (sec)            0.0125
Beam Mode                         Dual Beam
Baseline Correction               Off
Cycle Mode                        Off
Comments
Method Log     :
Method Name    :
Date/Time stamp: 11/10/2021 9:38:33 AM
Method Modifications:
Y mode Changed: 11/10/2021 9:43:04 AM, Old:Abs, New:%T
Common Interval nm Changed: 11/10/2021 9:43:04 AM, Old:     5.00, New:     1.00
End Method Modifications
<Current Wavelength> , 203.0

